27,214,0.7584999999999997
81,268,0.7511999999999999
18,161,-2.0969
47,45,-0.40500000000000025
96,79,3.9863
50,6,1.9724000000000004
16,77,0.3178000000000001
91,190,-3.5602
48,149,3.9330999999999996
71,78,4.7600999999999996
33,238,0.2896000000000001
60,1,2.8956999999999997
34,108,4.188000000000001
38,219,4.2951999999999995
98,37,1.9250999999999996
58,211,2.0255
86,283,2.8872999999999998
65,102,1.5622999999999996
62,25,-0.0023999999999997357
64,48,-1.3378
86,146,-4.2599
86,126,4.7841000000000005
80,190,1.5650000000000004
36,43,-3.8415
18,7,3.3431999999999995
46,159,4.2302
28,70,0.7915000000000001
43,41,3.7835
11,229,4.5046
65,247,1.9973
54,207,3.0810999999999993
43,292,0.4390999999999998
58,207,-1.6208999999999998
92,108,3.7332
31,290,-1.4556
58,228,3.8714999999999993
90,12,4.365600000000001
5,41,2.4898999999999996
38,243,3.1295
49,78,2.3728
37,223,3.01
45,214,-4.0481
89,109,2.9509999999999996
13,67,1.5833000000000004
17,274,-3.8475
51,238,2.4185
94,184,-1.2113999999999998
74,155,1.6006999999999998
14,228,3.8858999999999995
62,165,-4.4622
61,122,3.1371
15,174,3.5455000000000005
30,189,3.3884000000000007
23,127,-4.986
14,14,0.44930000000000003
93,110,3.3887
54,219,-1.2521
62,280,2.9081
78,201,-0.25760000000000005
79,101,2.7701000000000002
72,127,2.6738
86,133,1.1069000000000004
11,75,4.9565
24,33,-1.1728999999999998
87,221,3.1416000000000004
17,122,-0.8794000000000004
93,102,-1.9329
91,51,-3.2445
26,32,-0.0484
30,13,-2.916
27,114,-0.8567
81,23,3.6022999999999996
96,142,-4.391
15,3,-0.7499000000000002
50,249,4.233499999999999
15,280,0.4557000000000002
3,270,3.3535000000000004
67,179,-4.3625
54,81,3.4109
86,50,-4.5882
16,234,-4.5012
50,36,1.0030000000000001
80,1,-1.7309999999999999
78,206,3.324
40,130,3.668799999999999
37,95,-3.3141
90,217,-0.35489999999999977
90,260,0.46889999999999965
34,53,4.6137
51,285,0.8640999999999996
62,188,1.0716999999999999
56,121,2.2298999999999998
83,65,-4.465
74,79,2.9640000000000004
41,113,0.08889999999999976
84,73,3.0538000000000007
9,224,1.3329000000000004
58,190,-0.011999999999999567
3,274,-1.3485
97,151,-1.3003999999999998
45,161,-4.5766
77,36,-4.9635
54,77,1.7065000000000001
26,59,-4.4094
40,113,0.046499999999999986
39,224,-3.9365
72,82,0.055299999999999905
94,29,-2.8528
20,289,4.657500000000001
55,105,-1.7557
75,189,-3.7656
78,23,0.9421999999999997
44,96,-4.055
83,25,0.8392
86,120,-2.8979
25,53,1.9825
68,226,-0.7134
65,126,-0.031500000000000306
24,217,-0.7377000000000002
62,75,1.4114000000000004
10,8,-4.8503
36,17,-0.3658999999999999
31,113,0.9683999999999999
13,156,-2.1575
35,68,4.4343
39,115,0.6748000000000003
96,157,1.9111000000000002
12,250,-3.3773
32,292,1.205
32,65,1.7058999999999997
10,29,0.35850000000000026
0,212,0.7061999999999999
97,239,4.598599999999999
88,56,-4.5234
47,123,1.0130999999999997
19,237,4.6265
31,243,-4.565
60,5,-1.3037
40,32,-1.0574
91,219,2.1767000000000003
23,79,0.49760000000000026
94,103,1.2920999999999996
10,70,-2.9172
50,14,-0.7948000000000004
58,266,-4.9153
28,137,-2.5158
99,122,2.1776999999999997
90,201,4.7546
50,173,-3.9162999999999997
80,202,0.7542
77,45,-1.2879
69,172,3.4696
55,107,-1.6218
36,262,-3.1163
68,258,-1.0779999999999998
25,51,1.2317999999999998
89,197,-0.7485999999999997
84,115,1.6299000000000001
97,186,3.6811000000000007
88,69,-3.7003
32,154,1.4855999999999998
43,146,-1.5061
68,44,-4.1645
71,107,-0.5747999999999998
26,72,-3.9261
62,220,4.5405
82,205,-0.9794
95,272,-1.5053
63,99,4.2461
73,209,-3.8508
59,108,-4.9214
12,167,0.7561999999999998
81,184,4.338100000000001
12,174,-3.7373000000000003
35,81,3.1045999999999996
98,258,1.8986999999999998
31,125,-4.3512
15,31,3.4529999999999994
24,195,2.686
80,191,-4.7445
42,118,3.4566999999999997
42,74,3.2561999999999998
5,250,2.942
76,39,2.1672000000000002
20,63,-0.5612000000000004
21,210,-4.325
13,60,1.3796
91,110,-4.2396
66,171,-3.0755
44,50,-2.0823
45,242,-0.22280000000000033
55,217,-2.5749
5,95,-3.9057
25,47,3.8978
44,190,1.6174999999999997
77,200,1.2888000000000002
20,142,3.6198999999999995
25,125,2.8349
48,46,-4.6699
55,86,-0.23470000000000013
41,11,1.8768000000000002
99,61,-4.4857
2,146,2.2840999999999996
38,234,0.26370000000000005
25,37,1.3205999999999998
10,96,2.1736000000000004
93,103,0.1858000000000004
23,51,0.22240000000000038
90,265,-4.078
58,27,3.4473000000000003
3,115,1.3827999999999996
45,195,1.2028999999999996
4,75,-3.0542
9,96,0.3910999999999998
35,274,4.1762
58,14,-4.1074
33,262,-3.8308
11,260,-1.3841999999999999
55,45,-4.1539
84,278,-0.2472000000000003
95,104,-3.2350000000000003
87,164,-2.2214
12,280,3.3026999999999997
75,71,-2.9187
75,165,-4.6738
57,79,-3.3334
27,285,1.6322
61,262,-1.2930000000000001
84,128,-3.4905999999999997
94,68,-0.7407000000000004
19,287,-1.4769
10,172,1.3154000000000003
3,230,3.4322999999999997
88,0,2.9061000000000003
59,221,1.9794
4,93,-1.8551000000000002
74,18,-4.6236
59,103,4.964600000000001
87,245,-3.7221
63,166,-3.7607999999999997
8,226,-1.6392000000000002
64,242,3.5984
75,79,-3.0221999999999998
78,50,-2.7394
42,51,-1.6638000000000002
12,243,-1.4889000000000001
65,169,0.30489999999999995
31,104,4.756600000000001
47,150,1.513
56,275,-3.7187
30,57,2.5983
68,83,-0.8468999999999998
52,61,2.1784999999999997
98,291,-4.9474
22,217,-4.1285
51,58,0.3285
98,256,-4.5143
45,55,3.9956999999999994
96,266,-4.3417
18,208,-3.2995
82,168,-2.3771
15,217,-1.0476
37,155,1.7054
